NAME,VIEWERS,24H_PEAK,STEAM_PLAYERS
Book of Demons,12,33,115
Battlerite Royale,10,125,115
Bendy and the Ink Machine,9,61,115
Scribblenauts Unlimited,7,20,115
Sid Meier's Railroads!,0,2,115
Football Manager 2010,0,2,115
Europa Universalis III,0,4,114
Guns of Icarus Online,0,4,114
"Warhammer 40,000: Eternal Crusade",0,11,114
Aim Hero,0,6,114
Dofus,"1,682","2,396",112
SOMA,39,132,112
CABAL Online,34,136,112
Medieval Kingdom Wars,0,9,112
Scythe: Digital Edition,0,4,112
Outlast 2,71,388,111
SEGA Mega Drive & Genesis Classics,1,7,111
Pinball FX3,1,13,111
Card Hunter,0,2,111
Twilight Struggle,0,1,111
Spec Ops: The Line,0,5,110
World of Guns: Gun Disassembly,0,13,110
PokerStars VR,0,8,110
The Messenger,48,"1,509",109
Lethal League Blaze,4,56,109
Cossacks: Back to War,0,1,109
Far Cry 2,0,6,109
Mount & Blade,0,6,109
Black Survival,153,310,108
The Awesome Adventures of Captain Spirit,41,50,108
Battle Chasers: Nightwar,36,47,108
Guild Wars,32,68,108
Stronghold Legends,3,5,108
Hyperdimension Neptunia Re;Birth1,3,18,108
Primal Carnage: Extinction,2,3,108
Space Rangers HD: A War Apart,0,37,108
Endless Sky,0,1,108
BLOCKPOST,0,4,108
Franchise Hockey Manager 5,0,15,108
World of Warplanes,17,23,107
Heat Signature,1,3,107
Hand of Fate 2,1,18,107
Homefront: The Revolution,0,3,107
Duelyst,0,30,106
Abandon Ship,0,8,106
Defense Grid: The Awakening,0,4,105
Chicken Shoot 2,0,2,105
Offworld Trading Company,0,23,104
Pit People,0,10,104
Elven Assassin,0,2,104
Bomber Crew,0,99,104
Dawn of Discovery,27,40,103
The Surge,14,36,103
Airships: Conquer the Skies,0,2,103
Tales of Symphonia,0,27,103
Immortal Redneck,16,"4,824",102
Saints Row 2,1,4,102
Synergy,0,5,102
The Stanley Parable,0,2,102
RPG Maker XP,0,6,102
GRID Autosport,0,7,102
Prime World,228,378,101
METAL GEAR RISING: REVENGEANCE,0,21,101
RPG MO,0,2,101
AI: Rampage,0,9,101
Star Realms,0,3,101
West of Loathing,0,6,101
Expeditions: Viking,0,4,100
Empires of the Undergrowth,0,3,100
The Legend of Heroes: Trails of Cold Steel II,0,9,100
Age of Fear: The Free World,0,1,100
Mashinky,0,4,99
DmC Devil May Cry,12,12,98
RUNNING WITH RIFLES,0,5,98
Total Annihilation,0,16,98
Citadel: Forged With Fire,0,9,98
Layers of Fear,47,212,97
Fallout 3,10,61,97
The Room Three,5,139,97
Aliens vs. Predator,0,3,97
Block N Load,0,3,97
We Need to Go Deeper,0,9,97
Particle Fleet: Emergence,0,3,97
Mafia,11,697,96
King's Bounty: Warriors of the North,0,1,96
NBA 2K15,0,4,96
Lords of the Realm II,0,2,96
HELLION,0,4,96
while True: learn(),0,15,96
Team Fortress Classic,0,15,95
BioShock,47,70,94
Mountain,2,2,94
Supreme Commander,0,10,94
Absolver,0,32,94
Front Office Football Eight,0,3,94
7 Billion Humans,0,40,94
Zuma's Revenge,0,3,93
Megaquarium,0,47,93
The Colonists,0,17,93
Little Nightmares,37,131,92
Half-Life: Opposing Force,0,196,92
Bully: Scholarship Edition,0,576,92
Farm Manager 2018,0,11,92
Ancient Warfare 3,0,1,92
Bleed 2,3,7,91
Company of Heroes - Legacy Edition,0,6,91
Trainz Simulator 12,0,2,91
King's Bounty: The Legend,0,17,91
Cattails,0,5,91
.hack//G.U. Last Recode,6,16,90
Sanctum 2,0,1,90
Space Pirate Trainer,0,2,90
Kingdom Rush Frontiers,0,8,90
Vampire: The Masquerade - Bloodlines,31,52,89
Osiris: New Dawn,14,36,89
Democracy 3,0,4,89
Hexcells Infinite,0,1,89
Cubic Castles,0,5,89
Gary Grigsby's War in the East,0,1,89
Domina,169,327,88
Knights of Honor,0,2,88
Lords Of The Fallen,0,20,88
Satellite Reign,0,1,88
WolfQuest,0,1,88
Lobotomy Corporation,0,11,88
Soccer Manager 2018,0,2,88
Realm Revolutions,0,3,88
Secrets of Grindea,5,27,87
Firewatch,4,25,87
Psychonauts,0,6,87
Blockland,0,2,87
AdVenture Communist,0,1,87
Wargame: AirLand Battle,0,1,86
Line of Sight,0,2,86
Battlestar Galactica Deadlock,0,1,86
We Happy Few,36,122,85
Alan Wake,8,17,85
Sonic Generations,2,6,85
Atlantic Fleet,0,2,85
Grand Theft Auto III,0,35,84
Risen,0,3,84
Mortal Online,0,10,84
Winning Post 8 2016,0,3,84
Ragnarok Clicker,0,2,84
CHRONO TRIGGER,38,149,83
Call of Duty: Advanced Warfare,10,28,83
Assassin's Creed,4,27,83
Hitman: Blood Money,2,25,83
Sheltered,2,2,83
Silent Hunter III,1,3,83
Homeworld: Deserts of Kharak,0,4,83
Vagante,0,16,83
Devil May Cry HD Collection,15,22,82
Railroad Tycoon 3,0,1,82
Bastion,0,26,82
The Pirate: Caribbean Hunt,0,1,82
PickCrafter,0,1,82
Death Road to Canada,4,22,81
Quantum Break,2,18,81
Magicka 2,0,23,81
Picross Touch,0,4,81
Aim Lab,0,31,81
GOD EATER RESURRECTION,5,10,80
Cricket Captain 2018,0,16,80
The Blackout Club,32,163,79
Drawful 2,20,236,79
The Legend of Heroes: Trails in the Sky,10,104,79
Garfield Kart,3,11,79
Hyper Light Drifter,2,25,79
Mirror's Edge,0,58,79
Deus Ex: Human Revolution,0,1,79
Merchant,0,1,79
Call of Duty: Ghosts,52,52,78
Dead Island Riptide,10,14,78
X Rebirth,0,1,78
Door Kickers,0,11,78
The Banner Saga,7,9,77
The Legend of Heroes: Trails in the Sky SC,6,19,77
Defiance 2050,3,7,77
The Lord of the Rings: War in the North,0,2,77
LEGO Harry Potter: Years 5-7,0,29,77
Ryse: Son of Rome,0,11,77
Caveblazers,0,6,77
Through the Ages,0,4,77
Need for Speed: Undercover,0,3,76
Sid Meier's Civilization IV,0,1,76
Train Fever,0,1,76
Opus Magnum,0,9,76
Monopoly Plus,6,47,75
VA-11 Hall-A: Cyberpunk Bartender Action,4,10,75
MINDNIGHT,1,7,75
Stronghold 3,0,1,75
Reign Of Kings,0,7,75
The Descendant,0,5,75
"Cook, Serve, Delicious! 2!!",0,11,75
Empires Apart,0,14,75
Rise of Industry,0,1,75
"Species: Artificial Life, Real Evolution",0,2,75
FINAL FANTASY IV,58,513,74
The Room,5,11,74
PULSAR: Lost Colony,2,9,74
Styx: Shards of Darkness,1,4,74
IL-2 Sturmovik: 1946,0,2,74
Castle Story,0,9,74
Dungeons 2,0,1,74
Three Kingdoms: The Last Warlord,0,1,74
The Bard's Tale Trilogy,0,10,74
Pikuniku,30,"27,336",73
Cat Goes Fishing,5,48,73
Unreal Tournament 2004,0,6,73
Worms Reloaded,0,11,73
Shadow Warrior,0,168,73
Kingdom Rush,0,2,73
Star Control: Origins,0,2,73
Insanity Clicker,0,1,73
Jalopy,0,2,73
Nine Parchments,0,14,73
Tales of Escape,0,73,73
Tourist Bus Simulator,0,"2,679",73
Ori and the Blind Forest,83,317,72
Quiplash,67,129,72
Cities XXL,0,3,72
Tennis Elbow 2013,0,1,72
FORTIFY,0,2,72
Learn to Fly 3,0,1,72
Equilinox,0,5,72
Rabi-Ribi,10,29,71
Tilt Brush,0,1,71
How to Survive 2,0,3,71
9Dragons,0,5,71
This Is the Police,0,67,71
Slay,0,1,71
Gothic,36,67,70
FINAL FANTASY VI,34,49,70
Yonder: The Cloud Catcher Chronicles,9,20,70
"Invisible, Inc.",0,10,70
"Warhammer 40,000: Sanctus Reach",0,14,70
Rend,0,15,70
Zoo Tycoon,0,3,70
WRC 7,0,6,70
Ashes Cricket,0,3,70
Zombie Panic! Source,0,1,69
Rebuild 3: Gangs of Deadsville,0,1,69
FINAL FANTASY III,12,15,68
METAL GEAR SOLID V: GROUND ZEROES,1,17,68
Evil Genius,0,5,68
The Expendabros,0,6,68
Dragon Nest,7,35,67
Use Your Words,7,150,67
Dungeon Siege,0,3,67
Fallen Earth,0,1,67
Surgeon Simulator,0,105,67
Underrail,0,4,67
Villagers and Heroes,0,2,67
Torment: Tides of Numenera,0,2,67
Dead Age,0,10,67
Dead Effect 2,0,6,67
RWBY: Grimm Eclipse,0,9,67
SYNTHETIK,0,52,67
Strategic Command WWII: War in Europe,0,3,67
Iron League,0,11,67
METAL GEAR SURVIVE,3,12,66
The Lord of the Rings Living Card Game,2,3,66
Never Split the Party,1,3,66
The Last Remnant,0,7,66
Overgrowth,0,2,66
The Banner Saga 3,0,3,66
Art of War: Red Tides,0,3,66
Beholder 2,0,348,66
Strange Brigade,7,36,65
Worms Clan Wars,6,6,65
LIGHTNING RETURNS: FINAL FANTASY XIII,6,8,65
Exanima,0,22,65
Guild Quest,0,1,65
HELLGATE: London,0,3,65
UNDER NIGHT IN-BIRTH Exe:Late[st],23,97,64
Far Cry,0,7,64
King???s Bounty: Legions,0,1,64
The Banner Saga 2,0,8,64
Total War Battles: KINGDOM,0,1,64
Observer,2,513,63
Torchlight,0,11,63
Farming Simulator 2013,0,4,63
CastleMiner Z,0,1,63
One Finger Death Punch,0,2,63
Pro Cycling Manager 2016,0,2,63
SHENZHEN I/O,0,2,63
Five Nights at Freddy's,10,18,62
Crawl,2,12,62
Tom Clancy's Rainbow Six: Vegas 2,0,3,62
NBA 2K14,0,1,62
Mad Games Tycoon,0,15,62
Fran Bow,0,65,62
Argo,0,2,62
Company of Heroes: Tales of Valor,43,45,61
Sniper: Ghost Warrior,0,2,61
Defense Grid 2,0,1,61
LISA,0,19,61
Punch Club,0,3,61
Tank Force,0,1,61
Tannenberg,0,3,61
WORLD OF FINAL FANTASY,275,400,60
Ken Follett's The Pillars of the Earth,9,12,60
Rain World,9,12,60
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,3,7,60
Derail Valley,3,10,60
Trine,1,27,60
Overlord II,0,6,60
Dead Rising 3,0,4,60
Lost Lands: A Hidden Object Adventure,0,1,60
MachiaVillain,0,12,60
FrostRunner,0,2,60
BioShock 2,124,183,59
Dungeons of Dredmor,12,13,59
Screeps,3,12,59
Transistor,2,9,59
F.E.A.R. 3,0,18,59
Fallen Enchantress: Legendary Heroes,0,1,59
Royal Quest,0,5,59
Codename CURE,0,4,59
Tabletopia,0,1,59
Amorous,0,8,59
Darkwood,4,64,58
Crysis,0,6,58
Serious Sam HD: The Second Encounter,0,2,58
Hammerwatch,0,6,58
Dead or Alive 5 Last Round,0,29,58
Orwell,0,3,58
Planet Nomads,0,6,58
Harvest Moon: Light of Hope,0,10,58
Real Pool 3D - Poolians,0,2,58
Zero Caliber VR,0,7,58
Tales from the Borderlands,3,13,57
FlatOut 2,0,8,57
King's Bounty: Crossworlds,0,5,57
F1 2012,0,1,57
Renowned Explorers: International Society,0,6,57
Act of Aggression,0,5,57
Twin Saga,0,8,57
Occupy White Walls,0,6,57
Slap City,263,344,56
60 Seconds!,30,36,56
SENRAN KAGURA Burst Re:Newal,8,145,56
Dark Deception,3,50,56
STEINS;GATE,3,14,56
Patrician IV: Rise of a Dynasty,0,6,56
Gnomoria,0,5,56
Wizardry 8,0,71,56
Distant Worlds: Universe,0,5,56
Grand Ages: Medieval,0,2,56
Blitzkrieg Anthology,0,9,56
Aven Colony,0,2,56
Happy Room,0,2,56
When Ski Lifts Go Wrong,0,1,56
Call of Duty,8,10,55
FINAL FANTASY XIII-2,2,10,55
Dead In Vinland,0,12,55
Phoenix Dynasty 2,0,1,55
D&D Lords of Waterdeep,0,3,55
Dream Daddy: A Dad Dating Simulator,0,23,55
Aimtastic,0,4,55
CardLife,0,210,55
Rayman Legends,10,17,54
WWE 2K18,5,10,54
Br??tal Legend,1,34,54
Empires,0,1,54
The Tiny Bang Story,0,1,54
Lovers in a Dangerous Spacetime,0,1,54
Heavy Metal Machines,0,1,54
"Football, Tactics & Glory",0,"2,120",54
Train Valley 2,0,1,54
PAYDAY: The Heist,0,1,53
Legend of Grimrock,0,133,53
Ballistic Overkill,0,26,53
Rampage Knights,0,9,53
Virtual Pool 4,0,3,53
Victor Vran,0,2,53
Orcs Must Die! Unchained,0,3,53
Yooka-Laylee,6,12,52
Oriental Empires,0,1,52
Starpoint Gemini Warlords,0,1,52
Furi,0,20,52
Shenmue I & II,1,18,51
Alien Swarm,0,5,51
Cities in Motion 2,0,1,51
Distance,0,9,51
Styx: Master of Shadows,0,27,51
How to Survive,0,51,51
Legend of Grimrock 2,0,1,51
Obduction,0,6,51
Ride 2,0,3,51
Trials Fusion,76,89,50
The Walking Dead: Season Two,30,44,50
The Wolf Among Us,8,28,50
Wolcen: Lords of Mayhem,5,10,50
The Darkness II,3,6,50
Poker Night 2,3,5,50
Fractured Space,1,11,50
Blitzkrieg 3,0,2,50
Blackguards,0,1,50
Ascension,0,1,50
Bus Simulator 16,0,1,50
F1 2016,0,2,50
High Octane Drift,0,2,50
Zero Escape: The Nonary Games,0,25,50
Smashbox Arena,0,1,50
X-COM: UFO Defense,13,47,49
MY HERO ONE'S JUSTICE,7,29,49
PROTOTYPE 2,0,4,49
SNOW,0,3,49
FATE,0,1,49
Audition Online,0,25,49
Who's Your Daddy,0,9,49
NASCAR Heat 3,0,41,49
BlazBlue Cross Tag Battle,116,116,48
LEGO Batman: The Videogame,5,7,48
Interstellar Rift,2,3,48
F.E.A.R. 2: Project Origin,0,8,48
TrackMania?? Canyon,0,47,48
Dead State,0,8,48
Dex,0,5,48
Road Redemption,0,3,48
Call of Duty: Modern Warfare Remastered,0,8,48
Clustertruck,0,42,48
The Legend of Heroes: Trails in the Sky the 3rd,0,28,48
3030 Deathwar Redux - A Space Odyssey,0,1,48
Another Brick in the Mall,0,3,48
Aground,0,2,48
Max Payne,6,14,47
Recettear: An Item Shop's Tale,3,5,47
EMERGENCY 20,1,5,47
Earth 2160,0,3,47
Peggle Nights,0,149,47
Dead Rising 2,0,35,47
Homefront,0,2,47
Sub Rosa,0,3,47
Force of Nature,0,1,47
State of Decay,7,11,46
Unepic,2,8,46
Rome: Total War - Alexander,0,2,46
Heli Heroes,0,72,46
The Guild 3,0,15,46
WARMODE,0,2,46
The Culling,0,45,46
EXAPUNKS,0,6,46
Superfighters Deluxe,0,1,46
Q.U.B.E. 2,4,35,45
Deponia,2,30,45
This Is the Police 2,2,8,45
Company of Heroes: Opposing Fronts,0,1,45
Medal of Honor: Airborne,0,5,45
The Bureau: XCOM Declassified,0,7,45
Cortex Command,0,2,45
Divine Divinity,0,5,45
Human Resource Machine,0,1,45
Teeworlds,0,13,45
Out of the Park Baseball 17,0,3,45
EmergeNYC,0,1,45
Ultimate Fishing Simulator,0,5,45
Farmer's Dynasty,0,1,45
Scream Collector,0,1,45
Circle Empires,0,3,45
SimpleRockets 2,0,6,45
Mega Man Legacy Collection,17,336,44
Aliens: Colonial Marines,8,10,44
Ultimate Marvel vs. Capcom 3,7,166,44
Commandos: Behind Enemy Lines,0,1,44
The Age of Decadence,0,1,44
RollerCoaster Tycoon World,0,1,44
GearCity,0,1,44
Windward,0,4,44
OneShot,0,54,44
Dead Rising 4,0,18,44
Tiny Bird Garden Deluxe,0,14,44
Bloons Adventure Time TD,0,2,44
System Shock 2,160,199,43
The Room Two,2,179,43
Darksiders,0,8,43
StarMade,0,5,43
NEO Scavenger,0,1,43
Child of Light,0,966,43
20XX,0,27,43
Florensia,0,1,43
Blood and Bacon,0,5,43
Hidden Folks,0,10,43
Next Day: Survival,0,5,43
Uptasia,0,7,43
The Curse of Monkey Island,0,9,43
Unsung Warriors - Prologue,0,5,43
HEX: Shards of Fate,9,13,42
Wargame: European Escalation,7,7,42
Passpartout: The Starving Artist,5,43,42
Fable III,2,12,42
Men of War,0,2,42
Age of Conquest IV,0,5,42
Pyre,0,7,42
Sailaway - The Sailing Simulator,0,1,42
Cinderella Phenomenon,0,1,42
Field of Glory II,0,2,42
Re-Legion,0,43,42
Cube Escape: Paradox,0,6,42
Wasteland 2,4,20,41
Rapture Rejects,2,19,41
"Warhammer 40,000: Dawn of War - Winter Assault",0,2,41
Universe Sandbox,0,1,41
Puzzle Pirates,0,8,41
Blood Bowl: Chaos Edition,0,14,41
Of Guards And Thieves,0,2,41
Plantera,0,5,41
Tanki Online,0,1,41
CS2D,0,3,41
Bad North,0,28,41
Dakar 18,0,65,41
Overdungeon,0,2,41
Witch It,8,340,40
King's Bounty: Armored Princess,0,2,40
Chuzzle Deluxe,0,4,40
Return to Castle Wolfenstein,0,9,40
Dungeon Siege III,0,1,40
The Incredible Adventures of Van Helsing,0,1,40
FEZ,0,3,40
N++,0,11,40
Granado Espada,0,1,40
Moon Hunters,0,266,40
Forge of Gods (RPG),0,1,40
Fruit Ninja VR,0,2,40
Record of Lodoss War Online,0,1,40
We Were Here Too,10,24,39
The Hong Kong Massacre,10,169,39
Monaco,5,6,39
Sniper Elite,0,3,39
Worms Ultimate Mayhem,0,9,39
Antichamber,0,15,39
Scrabble,0,1,39
Sherlock Holmes: The Devil's Daughter,0,10,39
Party Hard,0,26,39
Tree of Life,0,1,39
Deponia Doomsday,0,9,39
The House of Da Vinci,0,"5,798",39
Comedy Night,0,15,39
Bridge Constructor Portal,0,199,39
Warlords Awakening,0,1,39
DOOM II: Hell on Earth,147,169,38
Quake,4,30,38
Aragami,3,6,38
Secret of Mana,2,16,38
Call of Duty: United Offensive,0,2,38
Overlord,0,2,38
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,0,1,38
Hand of Fate,0,15,38
The Darkside Detective,0,4,38
Barony,0,12,38
90 Minute Fever,0,1,38
Battlezone: Combat Commander,0,2,38
Superflight,0,2,38
My Free Farm 2,0,84,38
Darksiders II,29,36,37
Star Trek: Bridge Crew,6,14,37
GRIP: Combat Racing,1,56,37
Prototype,0,7,37
SpaceChem,0,2,37
Airline Tycoon Deluxe,0,33,37
Bounty Train,0,5,37
Super Mega Baseball 2,0,9,37
Judgment: Apocalypse Survival Simulation,0,3,37
Wild Terra Online,0,7,37
Street Fighter 30th Anniversary Collection,0,12,37
WAR DUST,0,1,37
The Flame in the Flood,49,50,36
Max Payne 2: The Fall of Max Payne,37,41,36
Murderous Pursuits,9,12,36
Momodora: Reverie Under the Moonlight,8,10,36
911: First Responders,4,7,36
Half-Life: Blue Shift,0,2,36
Ground Branch,0,1,36
Pro Evolution Soccer 2015,0,1,36
Big Pharma,0,2,36
Saint Seiya: Soldiers' Soul,0,6,36
Roguelands,0,6,36
Tiger Knight,0,1,36
Heliborne,0,2,36
Megadimension Neptunia VII,0,5,36
WWE 2K17,0,5,36
Hobo: Tough Life,0,2,36
Do Not Feed the Monkeys,0,7,36
OrbusVR,0,22,36
Rogue Reaper,0,6,36
Climbey,116,139,35
Dreamfall Chapters,23,34,35
Amnesia: A Machine for Pigs,9,14,35
Downwell,7,103,35
Tropico 3: Absolute Power,0,1,35
E.Y.E: Divine Cybermancy,0,493,35
Champions of Regnum,0,1,35
Sid Meier's Starships,0,1,35
BLOCKADE 3D,0,4,35
Anna's Quest,0,1,35
FINAL FANTASY V,0,77,35
Stars in Shadow,0,1,35
Seven: The Days Long Gone,0,2,35
Five Nights at Freddy's: Sister Location,0,7,35
Memories of Mars,0,29,35
Odd Realm,0,9,35
Urban Rivals,0,3,35
Tentlan,0,1,35
Breathedge,4,12,34
Quake II,0,49,34
Patrician III,0,1,34
Machinarium,0,11,34
Might & Magic: Clash of Heroes,0,9,34
Cities in Motion,0,2,34
Planet Explorers,0,3,34
Wildlife Park 3,0,2,34
Battleborn,0,20,34
Syberia 3,0,9,34
Pocket Waifu,0,27,34
Zula,5,411,33
Poker Night at the Inventory,0,4,33
F1 2014,0,2,33
Warhammer Quest,0,1,33
The Dwarves,0,32,33
Istrolid,0,1,33
Rick and Morty: Virtual Rick-ality,0,5,33
Syrian Warfare,0,1,33
Fell Seal: Arbiter's Mark,0,5,33
Mount Your Friends,35,42,32
KROSMAGA,13,13,32
Spooky's Jump Scare Mansion,1,44,32
Red Orchestra: Ostfront 41-45,0,1,32
Commandos 2: Men of Courage,0,10,32
Audiosurf,0,11,32
Tom Clancy's Splinter Cell: Chaos Theory,0,7,32
Tropico,0,2,32
Arma: Cold War Assault,0,1,32
Alien Shooter 2 Conscription,0,1,32
Dust: An Elysian Tail,0,240,32
Space Pirates and Zombies 2,0,2,32
Earth 2150 Trilogy,0,39,32
Epic Battle Fantasy 4,0,4,32
Space Colony,0,9,32
Battle Islands,0,2,32
If My Heart Had Wings,0,5,32
The Curious Expedition,0,1,32
WWE 2K16,0,13,32
Earthfall,0,8,32
The Warhorn,0,128,32
Friday the 13th: Killer Puzzle,0,1,32
Steven Universe: Save the Light,0,5,32
Lovecraft's Untold Stories,0,19,32
Grand Theft Auto: San Andreas,"16,763","20,742",31
Cat Quest,927,927,31
Killer Instinct,13,70,31
Lethal League,7,7,31
Death's Gambit,2,11,31
Tomb Raider: Underworld,0,4,31
Disciples III: Reincarnation,0,2,31
Arsenal of Democracy,0,3,31
Magicite,0,2,31
Tumblestone,0,5,31
Yet Another Zombie Defense,0,4,31
Lords of Xulima,0,7,31
Red Crucible: Firestorm,0,1,31
Hard West,0,2,31
King's Quest,0,8,31
The Black Death,0,3,31
Waltz of the Wizard,0,1,31
Stories: The Path of Destinies,0,2,31
Bulletstorm: Full Clip Edition,0,1,31
Guacamelee! 2,0,14,31
Loco Dojo,0,37,31
Fishing Sim World,0,48,31
What Never Was,0,9,31
Super Seducer 2 : Advanced Seduction Tactics,137,550,30
Audiosurf 2,14,14,30
I Expect You To Die,10,12,30
H-Hour: World's Elite,8,14,30
Viscera Cleanup Detail: Santa's Rampage,2,7,30
Making History II: The War of the World,0,1,30
Duke Nukem Forever,0,1,30
To the Moon,0,35,30
Turbo Dismount,0,2,30
Shelter 2,0,19,30
Crea,0,14,30
Planet Centauri,0,6,30
StarBreak,0,4,30
Iron Snout,0,1,30
Raw Data,0,1,30
Spellstone,0,10,30
Battle Chef Brigade,0,70,30
Serious Sam VR: The Last Hope,0,7,30
Monsters' Den: Godfall,0,4,30
Octogeddon,0,6,30
The Walking Dead: A New Frontier,0,1,30
Therian Saga,0,2,30
Tap Adventure: Time Travel,0,1,30
NEKOPARA Vol. 3,0,1,30
Cyberdimension Neptunia: 4 Goddesses Online,0,1,30
ClickRaid,0,1,30
Sword Art Online: Lost Song,0,4,30
Rogue Fable III,0,8,30
Oxenfree,4,12,29
Donut County,2,125,29
DOOM 3,1,34,29
Owlboy,0,11,29
Risk,0,2,29
Killer is Dead,0,7,29
Saints Row: Gat out of Hell,0,3,29
SteamWorld Heist,0,33,29
Winning Post 8 2015,0,2,29
VR Dungeon Knight,0,112,29
Agony UNRATED,0,7,29
Sonic Forces,17,20,28
Rise of Ages,13,13,28
Timespinner,10,12,28
Chaos on Deponia,3,7,28
ARK: Survival Of The Fittest,2,2,28
GRID,0,3,28
Rayman Origins,0,7,28
Painkiller Hell & Damnation,0,7,28
Planetary Annihilation,0,3,28
Castlevania: Lords of Shadow 2,0,4,28
Murder Miners,0,2,28
Agents of Mayhem,0,5,28
Stick RPG 2,0,2,28
Double Action: Boogaloo,0,1,28
Homebrew - Patent Unknown,0,2,28
The SKIES,0,2,28
Mother Russia Bleeds,0,5,28
Templar Battleforce,0,21,28
Valley,0,11,28
Making History: The Second World War,0,2,28
Stellar Tactics,0,1,28
Reigns,0,3,28
Pure Farming 2018,0,8,28
Sword With Sauce,0,1,28
Pizza Connection 3,0,2,28
Hakuoki: Kyoto Winds,0,1,28
The Swords of Ditto,0,5,28
It Lurks Below,0,2,28
Meltys Quest,0,13,28
MXGP PRO,0,3,28
Mystic Vale,0,"1,604",28
Niffelheim,433,629,27
BATTALION 1944,20,30,27
Tomb Raider II,9,71,27
Dead Effect,3,10,27
The Ultimate DOOM,2,5,27
STAND OUT,1,17,27
Quake III Arena,0,4,27
Magic: The Gathering - Duels of the Planeswalkers 2013,0,1,27
Orcs Must Die!,0,435,27
Pinball FX2,0,1,27
GameGuru,0,1,27
"7,62 Hard Life",0,1,27
Civil War II,0,2,27
Budget Cuts,0,2,27
Hide and Shriek,0,56,27
Pathfinder Adventures,0,3,27
Fate/EXTELLA,0,2,27
Realpolitiks,0,2,27
Shadows: Awakening,0,4,27
Bio Inc. Redemption,0,2,27
Dead Effect 2 VR,0,22,27
Beast Battle Simulator,0,3,27
Rolling Line,0,3,27
Maximum Action,0,1,27
Mad Tower Tycoon,0,1,27
RiME,71,91,26
Test Drive Unlimited 2,10,13,26
MewnBase,9,9,26
Contagion,2,2,26
Danganronpa Another Episode: Ultra Despair Girls,2,8,26
Vanquish,1,4,26
Lara Croft and the Guardian of Light,0,13,26
